name,mass,radius,x,y,z,vx,vy,vz,ax,ay,az
Anchor,8e+25,18000000.0,26119.167158551867,663685.0064022251,0.0,-13.84404410465989,33.38756766350796,0.0,-0.0012949781932942942,-3.91798879728673e-05,0.0
Inner,8e+22,1500000.0,-73171579.1249287,-32667338.07450961,0.0,3344.236067058707,-7362.192445347159,0.0,0.7506632470117814,0.3428254723116644,0.0
Outer,3e+23,2500000.0,-156662856.80896628,87937155.1126092,0.0,-2644.15118997302,-4762.713391509544,0.0,0.14515065234200344,-0.08097215582367921,0.0
