name,mass,radius,x,y,z,vx,vy,vz,ax,ay,az
Earth,5.972e+24,6371000.0,47.920403192313344,0.0719466540591874,0.0,0.05637684925186973,0.00012740544890435738,0.0,3.316262911189903e-05,1.4988851921655414e-07,0.0
Moon,7.342e+22,1737000.0,384396102.1431781,1737394.1478423038,0.0,-4.585706125472161,1021.989636810939,0.0,-0.0026974560209242857,-1.219196726724682e-05,0.0
